Recency,Frequency,Monetary,cluster_final
57,3,801.76,0
253,1,836.79,1
69,4,2233.75,0
43,4,954.09,0
49,1,137.37,0
64,1,391.98,0
10,19,33643.08,0
32,3,1048.49,0
58,2,355.56,0
72,4,1224.06,0
303,1,118.95,1
45,1,130.73999999999998,0
17,8,3711.77,0
37,2,389.27,0
18,2,238.85,0
186,2,160.71,1
51,1,110.8,0
3,12,2974.65,0
136,5,712.24,0
3,27,16387.57,0
18,1,297.0,0
15,5,1438.85,0
40,8,977.21,0
11,8,3165.36,0
7,4,832.88,0
25,2,68.84,0
21,6,1936.32,0
40,3,895.13,0
100,1,230.53,0
4,15,3812.64,0
276,2,149.64,1
32,1,354.09000000000003,0
14,2,360.93,0
63,7,4405.88,0
1,2,493.28,0
368,1,343.28,1
311,5,501.39,1
198,4,516.36,1
1,2,396.48,0
92,3,379.35,0
59,1,181.09,0
80,1,168.31,0
156,2,446.87,1
226,1,524.52,1
252,2,263.55,1
149,1,179.17,1
193,2,222.05,1
0,5,1388.88,0
368,1,56.25,1
23,1,351.11,0
16,3,363.88,0
9,7,5126.76,0
7,1,164.68,0
19,7,1567.69,0
3,3,967.45,0
173,1,191.94,1
0,8,1232.18,0
177,2,264.62,1
15,8,1528.09,0
247,1,123.1,1
190,2,334.23,1
19,2,639.89,0
153,4,167.5,1
172,1,336.03000000000003,1
372,1,369.5,1
372,1,127.08,1
193,1,207.15,1
66,1,426.63,0
3,8,2495.87,0
20,3,1107.46,0
238,2,416.86,1
63,1,145.35000000000002,0
111,5,404.58000000000004,0
89,15,6115.01,0
310,1,35.8,1
133,1,337.44,0
276,1,325.1,1
364,1,181.0,1
82,1,1708.24,0
7,2,955.24,0
16,2,364.72,0
31,4,1765.51,0
8,2,708.22,0
33,4,806.57,0
14,8,1659.3799999999999,0
23,14,4416.26,0
31,1,428.89,0
73,1,104.35,0
19,2,470.76,0
16,4,845.64,0
22,2,418.83,0
2,3,666.1,0
303,1,314.09999999999997,1
17,12,4199.85,0
366,1,307.82000000000005,1
38,7,3442.15,0
83,1,371.01,0
164,2,430.94,1
16,2,1054.73,0
76,1,1098.78,0
88,3,2398.86,0
24,8,3408.48,0
21,4,1475.02,0
2,10,2837.67,0
122,2,1142.42,0
29,1,168.12,0
11,7,1451.28,0
18,1,158.03,0
43,2,792.11,0
3,1,41.989999999999995,0
8,7,2797.57,0
54,1,427.07,0
87,6,1060.68,0
36,5,3089.97,0
2,3,12393.7,0
29,5,2735.37,0
11,4,615.39,0
210,1,101.4,1
47,4,1701.94,0
23,3,478.78,0
21,4,992.71,0
245,3,407.5,1
7,16,3362.71,0
34,3,1415.29,0
3,47,37130.6,0
37,3,662.38,0
3,3,705.39,0
2,8,1508.76,0
46,1,211.88,0
38,2,408.9,0
46,9,3786.24,0
16,3,851.01,0
259,1,628.28,1
45,3,719.81,0
11,1,251.24,0
29,1,439.65999999999997,0
42,1,236.09,0
91,6,934.62,0
38,63,81024.84,2
309,1,331.24,1
91,2,548.94,0
5,20,8816.4,0
195,3,437.70000000000005,1
86,2,758.9200000000001,0
269,3,855.02,1
7,3,471.78,0
64,3,1313.55,0
30,3,3166.4,0
21,5,1197.27,0
37,4,773.99,0
119,4,1340.7,0
372,2,256.44,1
39,3,1111.79,0
173,1,137.9,1
53,1,362.06,0
32,2,1511.95,0
144,1,783.9,1
220,1,134.8,1
44,1,664.85,0
15,7,2263.12,0
65,6,1459.8600000000001,0
9,4,1153.62,0
259,1,335.32,1
364,1,372.09,1
16,5,1521.87,0
21,2,852.15,0
44,1,326.24,0
287,1,584.3199999999999,1
296,1,122.4,1
2,10,2234.73,0
283,1,79.2,1
16,3,1352.0,0
81,2,217.16,0
55,5,2806.9,0
100,2,1317.62,0
298,1,436.18,1
22,5,981.51,0
58,5,1121.39,0
154,2,315.06,1
114,3,817.86,0
106,1,17.0,0
11,4,1078.23,0
263,1,320.62,1
239,1,185.04999999999998,1
87,7,2005.63,0
49,3,731.9,0
70,1,1290.7,0
41,3,1842.14,0
6,6,1429.64,0
61,1,302.36,0
248,1,336.96,1
65,1,108.38,0
17,7,3204.1600000000003,0
84,1,842.5,0
218,2,611.88,1
44,3,1337.48,0
142,4,195.74,0
182,1,161.38,1
170,1,135.75000000000003,1
9,8,1667.97,0
211,1,612.78,1
189,1,232.21,1
7,2,423.36,0
58,4,1309.14,0
56,2,867.11,0
72,4,684.42,0
51,1,307.78000000000003,0
316,1,249.0,1
366,1,289.35,1
28,4,6287.77,0
38,1,656.25,0
17,5,1880.22,0
51,6,3506.54,0
3,33,14589.04,0
21,2,618.09,0
262,1,517.55,1
59,3,709.38,0
18,3,635.4100000000001,0
65,2,725.1800000000001,0
87,1,620.4,0
249,1,535.34,1
2,6,2424.94,0
246,1,175.2,1
8,11,3799.4900000000002,0
156,3,734.13,1
133,1,375.0,0
295,1,76.32000000000001,1
4,2,280.52,0
42,5,2053.02,0
268,1,1829.04,1
49,5,1824.23,0
8,9,3122.04,0
15,3,656.69,0
281,1,348.2,1
64,2,1025.44,0
1,19,5575.56,0
251,1,37.4,1
231,2,856.6,1
16,3,822.48,0
10,27,3787.6,0
7,4,1822.97,0
50,6,1885.05,0
58,1,73.19999999999999,0
94,5,1140.21,0
15,6,1418.32,0
125,3,1009.55,0
93,4,1037.5900000000001,0
49,1,331.95,0
137,1,197.9,1
60,1,215.83,0
99,8,10254.18,0
72,1,305.54,0
71,4,6617.65,0
66,1,338.71000000000004,0
63,6,1158.79,0
16,2,529.41,0
22,12,4006.94,0
31,15,6911.4400000000005,0
44,4,981.86,0
15,2,215.48,0
39,1,215.08,0
2,13,5180.52,0
236,1,314.45,1
74,1,400.68100000000004,0
3,2,1080.6200000000001,0
2,4,1863.47,0
360,1,365.27,1
58,4,592.9,0
22,1,405.71,0
30,4,761.38,0
54,4,537.0600000000001,0
24,1,394.38,0
44,2,664.26,0
88,5,2262.62,0
1,18,21086.3,0
88,1,547.02,0
18,2,690.34,0
78,1,159.0,0
170,3,1062.75,1
80,1,242.35,0
266,1,914.9300000000001,1
234,2,304.25,1
29,7,3084.68,0
36,3,864.86,0
317,1,846.72,1
56,4,1295.3,0
44,5,1096.32,0
202,3,255.12,1
224,1,314.22,1
86,2,1010.6,0
189,2,542.03,1
43,4,990.88,0
70,3,536.6800000000001,0
40,5,867.3100000000001,0
77,1,432.2,0
56,2,414.2,0
23,2,3718.8,0
9,13,2607.87,0
7,7,3603.21,0
33,2,409.1,0
211,2,1522.75,1
23,3,1413.66,0
169,1,114.56,1
61,1,152.94,0
52,5,1800.07,0
260,2,389.44,1
66,2,3683.86,0
16,8,2619.91,0
266,1,752.4300000000001,1
176,1,46.95,1
44,5,5203.51,0
50,1,1035.45,0
16,4,746.83,0
8,9,5447.0,0
73,7,861.89,0
70,2,667.65,0
352,1,1141.24,1
2,5,1429.24,0
116,1,411.7,0
372,1,357.95,1
196,1,559.87,1
176,1,810.6,1
99,1,566.38,0
20,3,1509.58,0
71,1,2062.06,0
339,1,168.3,1
5,5,1570.81,0
30,2,823.97,0
169,1,142.5,1
121,1,302.25,0
21,10,2248.9900000000002,0
9,4,1328.55,0
268,1,301.9,1
22,3,598.2,0
126,1,233.22,0
25,3,5360.63,0
138,1,361.22,1
213,6,632.27,1
37,4,2560.0,0
105,2,706.57,0
17,2,616.26,0
2,2,274.15000000000003,0
330,1,226.37,1
63,8,2938.91,0
119,3,1341.65,0
34,1,328.15000000000003,0
217,1,404.40000000000003,1
171,2,1038.46,1
71,5,373.65000000000003,0
0,2,326.75,0
195,1,207.50000000000003,1
127,3,428.68,0
46,3,594.24,0
5,14,3110.96,0
13,6,3844.2200000000003,0
17,3,251.91,0
27,7,1593.2,0
7,22,26626.8,0
36,1,151.05,0
156,1,214.8,1
283,1,109.95,1
106,1,549.07,0
24,4,1971.8700000000001,0
74,4,322.41,0
15,2,370.48,0
157,1,101.10000000000001,1
43,1,575.41,0
10,2,887.65,0
31,7,1469.45,0
290,1,53.5,1
20,4,1116.47,0
332,1,153.9,1
17,2,494.44,0
3,23,6675.71,0
62,2,395.8,0
197,3,211.77,1
32,3,658.88,0
0,4,2027.5,0
6,9,1750.92,0
4,6,3512.53,0
9,4,896.66,0
31,5,734.77,0
52,1,109.36000000000001,0
11,2,707.04,0
17,9,1540.42,0
18,1,327.3,0
36,2,804.49,0
1,2,497.43,0
17,3,1553.66,0
81,4,1320.56,0
32,2,367.93,0
65,2,473.03,0
8,2,987.01,0
266,1,676.2,1
246,3,362.95,1
3,4,2157.4,0
60,1,1780.59,0
74,2,668.36,0
89,2,584.5,0
59,3,555.89,0
28,2,317.2,0
322,1,94.36,1
52,4,1382.0700000000002,0
269,1,221.19,1
1,13,3046.21,0
56,5,1555.34,0
60,5,1486.9,0
153,2,1705.8,1
18,2,408.57,0
94,1,303.93,0
0,12,4098.32,0
264,2,299.6,1
311,1,177.5,1
69,1,443.05,0
301,2,167.25,1
18,1,163.07,0
12,10,2126.93,0
35,5,2028.88,0
18,2,214.65,0
53,1,151.83,0
56,1,262.2,0
21,2,126.25,0
43,1,210.35,0
26,3,1051.4,0
44,3,675.27,0
112,6,972.23,0
16,51,34684.4,0
24,1,346.12,0
190,1,133.56,1
301,1,302.7,1
1,10,1908.25,0
262,2,241.06,1
105,1,284.55,0
56,1,300.85,0
212,3,642.81,1
63,1,287.40000000000003,0
27,1,184.26,0
28,7,1522.25,0
5,5,798.35,0
7,5,3640.67,0
66,2,381.2,0
1,3,616.79,0
45,4,654.67,0
33,1,230.51,0
0,2,168472.5,2
135,1,259.01,0
197,1,188.89000000000001,1
197,2,707.69,1
149,1,311.92,1
87,1,266.97,0
44,2,6.9,0
63,7,1841.18,0
98,5,2158.37,0
217,1,208.36,1
2,18,3482.7400000000002,0
27,3,814.72,0
177,1,151.42,1
73,3,136.0,0
20,4,1422.4,0
19,3,1314.68,0
33,7,1603.46,0
73,1,74.9,0
23,4,650.43,0
51,4,762.39,0
274,1,223.95000000000002,1
164,3,316.11,1
6,7,1871.5,0
87,4,544.3,0
63,7,2494.46,0
24,3,331.0,0
9,2,300.83,0
75,1,769.29,0
15,1,220.62,0
191,1,139.35,1
173,2,404.3,1
76,1,363.65,0
32,3,498.8,0
46,1,731.5,0
79,4,1351.63,0
296,1,826.53,1
2,3,684.41,0
8,3,1599.52,0
49,6,2965.69,0
160,2,100.97,1
359,2,365.45,1
4,6,400.86,0
106,4,1431.93,0
24,1,484.38,0
31,1,777.6,0
19,2,90.30000000000001,0
296,1,363.70000000000005,1
371,1,248.1,1
21,3,950.26,0
4,4,874.59,0
51,5,1627.13,0
29,1,101.69999999999999,0
276,1,162.70000000000002,1
60,2,484.32,0
24,2,215.07999999999998,0
185,3,1046.57,1
1,21,9418.470000000001,0
1,26,13027.45,0
171,1,290.36,1
80,1,228.06,0
3,1,244.41,0
189,1,455.25,1
21,7,1244.59,0
17,3,6748.8,0
18,3,1095.56,0
4,1,593.75,0
109,1,548.97,0
2,4,1388.81,0
53,1,119.62,0
164,1,339.3,1
290,2,787.15,1
9,10,4154.64,0
108,5,2298.97,0
95,3,922.12,0
242,2,379.73,1
162,12,5719.82,0
41,3,837.1,0
34,2,285.89,0
66,7,3313.79,0
23,2,281.85,0
0,20,8338.49,0
26,2,841.41,0
5,2,511.12,0
53,1,1077.74,0
363,1,173.7,1
14,5,614.66,0
193,2,865.6,1
2,1,124.2,0
14,10,3738.4,0
26,3,1421.69,0
126,3,1009.6,0
84,2,663.61,0
70,1,451.44,0
182,1,105.84,1
112,1,313.62,0
373,1,233.45,1
79,2,936.08,0
248,1,463.95,1
231,1,225.15,1
70,3,459.24,0
68,1,213.5,0
3,16,4113.68,0
50,3,330.03,0
74,1,181.09,0
60,1,360.16,0
15,2,250.15,0
3,1,90.04,0
285,1,145.05,1
3,6,813.52,0
40,1,244.8,0
35,1,528.08,0
74,2,482.47,0
17,14,3347.71,0
14,7,5493.46,0
218,1,75.66,1
185,1,129.49,1
32,4,1187.66,0
69,1,618.59,0
182,1,506.19,1
14,2,500.42,0
235,1,151.85,1
30,5,2647.59,0
263,1,226.21,1
3,2,178.96,0
51,4,813.48,0
245,1,129.45000000000002,1
80,2,810.57,0
274,1,333.08,1
0,17,4413.1,0
78,1,322.8,0
29,5,2188.05,0
73,2,417.73,0
16,6,2883.1,0
222,2,217.9,1
31,4,1154.47,0
22,10,1680.72,0
30,3,1257.51,0
105,1,231.1,0
4,2,688.33,0
245,1,487.51,1
177,2,833.78,1
169,2,214.06,1
42,1,290.66,0
71,1,518.42,0
58,7,6773.97,0
15,2,1212.66,0
140,4,601.27,0
17,6,3794.52,0
21,15,8625.8,0
9,4,933.62,0
367,1,123.24,1
188,1,39.12,1
15,4,1267.65,0
361,1,135.4,1
18,1,118.98,0
67,2,570.13,0
14,6,306.72,0
23,3,1374.87,0
16,11,4095.9,0
27,3,1692.27,0
1,20,8134.9400000000005,0
54,2,319.61,0
33,4,1592.12,0
2,12,3109.99,0
365,1,129.75,1
42,1,183.7,0
72,6,1770.3400000000001,0
4,5,1028.0,0
3,28,66653.56,0
60,2,324.24,0
46,7,3062.83,0
0,4,1260.8600000000001,0
75,2,422.6,0
71,2,225.58,0
255,2,1276.0,1
68,2,482.01,0
134,4,657.9,0
240,1,112.75,1
226,2,1998.0,1
8,13,5076.55,0
8,13,5398.3,0
0,20,14034.99,0
36,3,531.35,0
45,1,656.63,0
84,5,3029.87,0
18,10,2483.04,0
2,5,1651.03,0
8,11,3645.43,0
18,15,6923.13,0
218,3,1161.53,1
77,1,301.71999999999997,0
266,2,901.2,1
23,6,3858.38,0
368,1,623.75,1
14,7,1790.42,0
25,1,155.24,0
261,1,292.47,1
16,13,4730.81,0
90,2,589.15,0
301,7,781.02,1
25,5,1382.02,0
363,1,272.82,1
45,4,1054.67,0
37,21,7239.92,0
51,3,743.11,0
31,1,603.75,0
51,3,650.51,0
78,5,2300.56,0
52,1,417.6,0
297,1,3.75,1
176,1,323.0,1
46,1,464.9,0
28,7,2238.09,0
10,7,1304.76,0
86,17,7194.3,0
4,18,6697.66,0
37,2,836.0600000000001,0
17,5,1515.9,0
44,5,623.93,0
30,1,1764.72,0
372,1,207.5,1
57,1,223.92000000000002,0
371,1,2002.4,1
113,3,1496.83,0
214,1,239.4,1
318,1,106.83000000000001,1
64,1,369.34000000000003,0
7,3,789.79,0
96,1,316.62,0
19,3,1501.38,0
198,1,611.8499999999999,1
3,13,2799.25,0
293,1,34.0,1
272,2,1145.6,1
30,11,5580.6,0
47,3,478.09000000000003,0
259,1,380.39,1
57,5,770.1,0
32,5,2246.81,0
56,1,171.59,0
67,4,661.52,0
9,11,1695.66,0
59,1,388.28,0
79,2,226.35,0
73,2,245.94,0
1,22,10629.72,0
99,2,425.19,0
371,1,311.25,1
9,13,2279.9,0
19,1,107.6,0
122,2,597.48,0
7,1,80.80000000000001,0
3,6,1545.6200000000001,0
28,7,1721.78,0
281,2,110.38,1
56,1,243.84,0
0,10,1222.71,0
364,1,414.88,1
88,1,305.62,0
10,1,1201.49,0
162,4,1619.73,1
64,1,332.3,0
22,3,536.99,0
173,2,460.59000000000003,1
102,4,801.49,0
142,3,1121.59,1
98,2,288.42,0
22,5,914.69,0
191,1,309.54,1
4,2,547.07,0
360,1,479.35,1
7,10,1692.98,0
13,21,6509.1,0
102,4,417.06,0
2,9,1604.75,0
10,11,3349.57,0
95,1,497.61,0
226,1,358.38,1
15,2,460.64,0
38,2,775.18,0
50,1,341.7,0
92,2,128.5,0
156,1,197.22,1
38,1,325.91,0
183,3,199.15,1
0,4,1106.53,0
227,1,413.46,1
127,2,180.85,0
39,2,251.87,0
30,11,3170.98,0
196,2,588.85,1
8,34,16594.35,0
36,6,1869.82,0
100,3,1264.19,0
42,16,10196.57,0
49,1,214.32,0
42,1,193.44,0
52,1,281.42,0
186,1,124.57,1
333,1,332.41,1
3,3,342.45,0
9,2,144.91,0
23,2,328.40000000000003,0
14,1,35.400000000000006,0
368,1,375.69000000000005,1
144,2,747.81,1
59,2,173.76,0
30,2,502.8,0
140,3,207.74,0
22,4,825.4200000000001,0
21,6,2812.34,0
76,3,680.02,0
4,6,7123.62,0
66,5,2095.53,0
11,6,853.72,0
83,1,13.3,0
30,7,1519.08,0
66,1,432.0,0
66,3,705.12,0
186,2,276.73,1
37,2,429.84,0
14,3,471.51,0
34,1,194.88,0
194,3,1578.67,1
1,5,809.7,0
0,5,525.54,0
366,1,145.93,1
64,1,219.14,0
298,2,289.78,1
25,3,508.81,0
7,6,1281.56,0
16,3,887.11,0
115,1,1706.88,0
28,1,373.24,0
3,16,3754.27,0
4,7,3102.43,0
81,4,579.77,0
28,5,981.65,0
71,1,379.14,0
3,8,1510.06,0
28,11,2575.38,0
289,1,113.44,1
35,1,208.46,0
8,6,621.6800000000001,0
23,2,576.26,0
276,1,391.52,1
49,6,1068.82,0
155,11,2596.45,0
60,1,169.79,0
11,19,7247.61,0
20,3,846.75,0
370,1,230.25,1
115,3,543.05,0
79,17,2847.6,0
3,7,1295.39,0
25,3,380.55,0
4,21,4604.22,0
52,1,161.94,0
0,2,563.23,0
54,2,950.9300000000001,0
25,1,262.68,0
8,4,2736.38,0
51,3,3049.88,0
12,9,1920.59,0
211,3,816.73,1
21,19,4345.5,0
235,1,406.48,1
138,3,435.02,0
3,6,1286.27,0
56,3,1178.56,0
134,3,1277.75,0
108,2,167.61,0
29,1,20.8,0
0,9,2085.08,0
184,4,518.67,1
17,1,308.74,0
238,2,416.64,1
86,1,117.35000000000001,0
38,3,507.05,0
115,1,234.17000000000002,0
186,1,110.55000000000001,1
226,1,201.19,1
7,7,2154.97,0
188,1,319.02,1
3,2,439.43,0
38,3,650.41,0
37,1,357.21,0
266,1,251.51999999999998,1
77,1,344.33,0
3,6,1852.0,0
254,2,1078.96,1
60,1,384.06,0
12,7,1931.25,0
87,2,4481.35,0
16,10,5464.12,0
29,2,1873.2,0
2,7,1625.05,0
4,1,126.12,0
6,6,1133.25,0
218,1,179.0,1
10,5,1614.31,0
29,6,1456.96,0
287,3,702.0,1
149,4,295.0,1
22,2,484.82,0
0,11,3989.57,0
85,3,1493.73,0
45,2,1412.94,0
4,4,781.78,0
50,6,889.9300000000001,0
17,1,195.36,0
29,1,270.9,0
7,3,586.33,0
28,3,1842.56,0
2,20,8694.26,0
40,2,920.1,0
10,4,1272.61,0
30,1,71.0,0
44,3,95.85,0
60,3,357.77,0
184,2,154.83,1
78,6,890.29,0
110,2,716.0,0
63,1,146.87,0
11,2,380.35,0
85,3,1030.14,0
15,3,745.52,0
245,2,433.53000000000003,1
87,1,1267.32,0
29,1,112.4,0
137,1,449.73,1
26,3,1081.57,0
2,5,1044.38,0
31,4,1735.18,0
24,1,948.48,0
112,3,339.44,0
156,1,642.02,1
84,3,1100.9,0
117,3,925.35,0
2,9,5659.9800000000005,0
95,6,3228.84,0
193,1,247.14,1
27,1,413.75,0
130,1,498.48,0
27,5,1356.33,0
81,3,1179.89,0
29,5,3095.04,0
265,1,234.24,1
73,11,5232.2300000000005,0
313,4,538.37,1
20,7,1461.14,0
58,3,859.35,0
11,21,4552.14,0
27,9,2709.7000000000003,0
113,1,312.14,0
27,9,2429.03,0
17,4,1446.09,0
17,4,834.12,0
35,3,841.0799999999999,0
35,2,378.2,0
77,1,118.80000000000001,0
21,2,287.62,0
24,2,290.16,0
32,2,2003.8500000000001,0
108,3,1405.78,0
34,2,2949.75,0
122,5,1566.65,0
6,6,2050.08,0
27,4,1991.01,0
3,7,2043.95,0
2,9,3827.76,0
49,4,1777.78,0
321,1,302.0,1
22,3,1324.16,0
14,4,1022.13,0
1,8,954.42,0
17,2,971.74,0
9,4,1621.73,0
261,1,25.5,1
158,2,665.78,1
32,6,10815.43,0
28,6,885.04,0
164,1,163.29999999999998,1
46,1,248.61,0
5,8,808.62,0
7,3,837.5,0
287,1,116.2,1
317,1,157.02,1
2,2,606.91,0
232,1,307.46,1
118,1,138.32,0
161,1,345.3,1
184,1,298.89,1
49,1,259.35,0
151,5,1004.75,1
334,1,157.09,1
4,5,2463.17,0
15,7,4892.240000000001,0
106,2,425.0,0
15,7,1139.73,0
275,1,380.5,1
15,12,10668.47,0
246,1,465.32,1
238,1,579.0,1
0,2,984.57,0
105,3,749.78,0
22,4,1714.59,0
51,1,124.88,0
194,3,1689.5,1
23,1,213.78,0
74,1,329.34,0
17,2,251.7,0
7,2,319.0,0
31,3,1266.97,0
21,3,1538.88,0
30,6,3518.03,0
28,10,1715.46,0
21,2,293.1,0
32,7,2467.35,0
283,1,158.68,1
38,2,206.34,0
57,2,835.78,0
288,1,224.91,1
78,1,317.76,0
4,8,3766.6,0
217,1,59.9,1
43,4,1443.69,0
201,1,306.13,1
177,3,711.79,1
55,4,796.03,0
56,2,239.92000000000002,0
7,6,3347.31,0
46,2,144.0,0
226,1,203.95,1
10,7,2474.23,0
105,2,384.4,0
58,2,444.74,0
27,7,2095.13,0
35,7,1699.3,0
273,2,262.62,1
29,1,1013.01,0
23,3,692.22,0
53,1,342.63,0
35,6,3563.85,0
174,4,1564.56,1
53,1,384.08,0
52,1,204.24,0
26,8,2317.2200000000003,0
252,1,226.85,1
39,7,2781.23,0
59,6,1069.1200000000001,0
233,1,113.5,1
3,10,1960.72,0
31,1,114.23,0
23,14,3198.25,0
6,2,335.13,0
64,1,354.15,0
309,2,426.79,1
308,1,393.49,1
18,6,939.32,0
15,8,1906.09,0
95,2,318.76,0
263,8,3638.41,1
11,10,3174.32,0
2,2,421.52,0
34,1,190.88,0
182,1,149.89,1
24,2,550.0600000000001,0
12,6,916.13,0
10,2,314.69,0
2,17,3744.65,0
312,1,382.5,1
107,2,1135.04,0
0,26,8676.85,0
52,1,954.9,0
204,1,171.45000000000002,1
14,1,282.19,0
119,1,318.65,0
3,2,384.52,0
362,1,283.28000000000003,1
116,2,353.86,0
17,1,178.26,0
4,2,272.44,0
40,2,298.41,0
106,2,240.0,0
147,2,603.37,1
51,5,1253.3600000000001,0
207,1,63.440000000000005,1
138,2,562.9,0
1,3,310.64,0
126,2,317.62,0
107,4,763.64,0
41,4,2148.63,0
34,1,111.98,0
227,2,1065.3500000000001,1
240,1,246.04000000000002,1
57,1,187.82999999999998,0
129,3,1703.41,0
59,6,1652.58,0
21,1,153.92,0
25,7,1064.11,0
8,7,1419.73,0
31,3,944.41,0
3,2,525.24,0
307,1,550.8000000000001,1
7,9,1875.11,0
28,3,556.95,0
16,1,131.78,0
100,2,498.42,0
11,4,669.11,0
20,1,197.63,0
14,5,1135.63,0
360,1,250.04,1
10,19,8631.31,0
94,1,82.75,0
77,2,1384.85,0
138,3,644.3,0
30,1,2328.84,0
24,8,2527.92,0
1,38,6292.26,0
45,3,2600.34,0
99,3,1200.6200000000001,0
7,2,700.86,0
14,7,921.0699999999999,0
17,4,990.23,0
279,1,96.8,1
13,2,523.11,0
22,2,363.9,0
123,1,175.2,0
85,1,494.25,0
301,2,307.02000000000004,1
150,4,2027.8700000000001,1
16,8,6643.93,0
93,2,243.36,0
29,11,12353.29,0
156,3,781.36,1
354,1,193.64,1
45,1,160.57,0
14,4,537.74,0
3,15,2676.56,0
85,1,228.96,0
14,5,1159.52,0
178,1,110.75,1
7,4,1286.07,0
35,3,587.15,0
128,2,1740.0,0
50,1,1393.06,0
311,1,178.22,1
23,2,388.14,0
302,2,365.85,1
10,1,127.86,0
16,3,585.79,0
48,3,488.2,0
238,2,312.23,1
0,11,4481.18,0
12,8,4801.56,0
237,1,168.4,1
22,8,1912.67,0
72,4,446.18,0
16,3,423.89,0
40,8,1342.68,0
39,4,646.92,0
218,2,495.77,1
198,3,400.1,1
70,2,203.2,0
23,20,4100.92,0
10,1,404.66,0
8,29,20275.61,0
64,1,65.4,0
3,1,199.29,0
18,2,336.4,0
14,1,261.11,0
7,6,2686.42,0
19,2,784.11,0
77,4,1259.56,0
0,34,31833.68,0
163,2,508.8,1
306,2,457.91,1
218,1,203.86999999999998,1
38,8,7330.8,0
21,2,696.41,0
114,3,653.38,0
125,5,2129.96,0
4,13,2633.85,0
35,1,281.62,0
3,15,31906.82,0
0,3,1031.41,0
332,3,2200.42,1
162,1,32.65,1
184,2,771.85,1
15,5,1214.72,0
11,3,778.94,0
2,7,1258.06,0
43,2,778.0,0
79,1,507.84,0
29,7,6893.42,0
41,2,463.46000000000004,0
10,12,4226.57,0
49,3,598.83,0
15,6,1979.37,0
45,2,698.41,0
18,2,759.1700000000001,0
7,6,5037.26,0
71,1,100.8,0
0,28,17256.85,0
127,3,524.9200000000001,0
32,2,265.76,0
312,1,403.3,1
17,2,365.76,0
87,1,303.16,0
1,7,2373.82,0
1,2,216.3,0
253,1,388.45000000000005,1
156,3,186.42000000000002,1
36,6,2248.56,0
219,1,534.24,1
147,3,2940.04,1
176,2,120.89999999999999,1
39,2,541.53,0
1,7,2520.86,0
7,46,194550.79,2
0,7,1721.4,0
17,2,486.72,0
191,4,517.53,1
203,1,131.7,1
364,1,249.86,1
126,5,1737.7,0
14,1,316.5,0
42,2,657.3,0
93,6,622.4300000000001,0
22,3,757.46,0
59,2,675.69,0
15,5,1896.41,0
157,1,289.96000000000004,1
9,2,763.28,0
9,2,137.0,0
15,5,1870.97,0
44,5,1125.07,0
190,3,710.29,1
78,1,194.37,0
77,1,511.82,0
3,4,1255.59,0
64,3,414.04,0
260,1,396.87,1
58,2,376.64,0
0,7,2092.32,0
0,10,3558.87,0
247,1,374.57,1
7,2,497.56,0
358,1,271.05,1
75,1,272.21999999999997,0
289,1,622.88,1
16,3,1138.0,0
220,2,288.6,1
8,4,689.1,0
2,2,558.96,0
205,9,2997.03,1
161,2,1145.8400000000001,1
75,1,302.2,0
261,2,605.58,1
280,1,387.31,1
57,8,6115.14,0
24,1,308.48,0
2,31,91062.38,2
28,10,2924.9900000000002,0
71,1,513.2,0
127,1,208.65,0
30,4,639.02,0
14,5,768.08,0
308,1,153.94,1
16,6,1844.02,0
53,1,546.81,0
29,3,723.21,0
1,5,1070.71,0
10,4,652.74,0
360,1,145.0,1
359,1,422.7,1
4,4,1195.8999999999999,0
53,4,939.37,0
0,8,3628.5,0
0,10,2385.0,0
189,1,296.7,1
53,1,223.36,0
279,1,164.4,1
176,1,76.5,1
29,2,897.62,0
25,1,98.42,0
24,2,578.9,0
269,1,170.75,1
42,3,645.96,0
233,1,103.3,1
23,2,148.86,0
196,3,267.16,1
358,1,306.84,1
59,4,930.41,0
129,1,1487.6,0
0,5,1952.45,0
19,2,483.26,0
205,1,157.9,1
13,3,541.46,0
94,4,854.95,0
18,1,167.62,0
13,7,1122.38,0
23,3,454.01,0
7,2,901.21,0
6,8,4331.48,0
331,1,344.14,1
49,4,1498.51,0
70,4,226.75000000000003,0
28,3,380.6,0
242,1,185.65,1
7,19,3622.68,0
217,1,143.45999999999998,1
4,3,448.90000000000003,0
252,3,215.72,1
0,25,11045.04,0
235,1,175.27,1
6,2,1242.3,0
108,4,1133.07,0
99,3,1240.2,0
59,4,2404.17,0
1,3,1479.22,0
72,7,2225.9700000000003,0
3,5,3927.34,0
84,2,993.1800000000001,0
11,2,388.79,0
22,7,2827.93,0
213,1,2044.3700000000001,1
17,1,161.67000000000002,0
238,1,116.00999999999999,1
1,6,5102.97,0
77,1,394.72,0
216,2,309.36,1
32,2,193.42,0
40,5,1112.22,0
6,15,3984.22,0
52,6,2048.45,0
22,14,4559.150000000001,0
56,1,390.07,0
129,3,329.6,0
173,3,571.1999999999999,1
5,3,971.58,0
311,1,218.52,1
59,1,81.44,0
20,3,1379.9,0
32,1,527.05,0
14,2,843.48,0
17,4,2047.0,0
80,1,75.75,0
5,8,1814.1200000000001,0
169,2,503.6,1
1,3,528.33,0
30,4,1324.84,0
35,9,2361.9700000000003,0
18,1,285.56,0
